"","bio01","bio02","bio03","bio04","bio05","bio06","bio07","bio08","elev","presence"
"2380",15,11,0,598,30,2,28,11,617,1
"2381",14,11,0,594,29,2,28,15,748,1
"2382",14,11,0,595,30,2,28,11,697,1
"2383",16,9,0,599,29,4,26,12,28,1
"2384",16,9,0,570,29,4,25,17,268,1
"2385",16,9,0,577,29,4,25,17,378,1
"2386",16,9,0,576,28,4,25,17,406,1
"2387",17,9,0,559,30,5,25,18,135,1
"2388",15,9,0,580,28,3,25,16,457,1
"2389",16,9,0,570,29,4,24,17,290,1
"2390",17,9,0,566,29,5,24,18,187,1
"2391",16,9,0,570,29,4,25,17,314,1
"2392",16,9,0,578,28,3,25,16,445,1
"2393",16,9,0,569,29,4,24,17,263,1
"2394",14,9,0,555,26,2,25,14,674,1
"2395",15,9,0,556,27,3,25,16,480,1
"2396",12,9,0,556,25,1,24,13,914,1
"2397",14,9,0,553,27,2,24,15,619,1
"2398",13,9,0,557,26,1,25,14,782,1
"2399",16,11,0,615,32,3,29,17,486,1
"2400",15,11,0,613,31,2,29,16,610,1
"2401",17,10,0,560,30,5,26,18,252,1
"2402",17,10,0,560,30,5,26,18,236,1
"2403",17,10,0,558,30,5,25,18,188,1
"2404",17,10,0,559,30,5,25,18,191,1
"2405",16,11,0,595,31,3,28,16,534,1
"2406",15,11,0,598,30,2,28,16,617,1
"2407",16,11,0,590,31,4,28,17,365,1
"2408",16,11,0,591,31,4,28,17,371,1
"2409",17,11,0,589,31,4,28,17,344,1
"2410",15,11,0,597,30,2,28,15,679,1
"2411",15,11,0,597,30,2,28,16,644,1
"2412",16,11,0,592,31,3,28,17,394,1
"2413",17,5,0,508,28,8,20,19,181,1
"2414",18,5,0,494,28,9,19,19,99,1
"2416",16,11,0,606,31,3,28,17,545,1
"2417",17,8,0,536,29,6,22,19,137,1
"2418",15,11,0,603,30,2,28,16,715,1
"2419",16,8,0,586,29,4,25,12,32,1
"2420",18,10,0,570,31,5,26,19,137,1
"2421",17,10,0,571,31,5,26,18,175,1
"2422",16,10,0,596,31,4,27,17,504,1
"2423",14,10,0,612,29,2,28,15,506,1
"2424",16,11,0,602,31,3,28,16,650,1
"2425",15,11,0,605,30,2,28,16,766,1
"2426",14,10,0,586,28,2,26,15,846,1
"2427",16,10,0,606,31,3,28,17,600,1
"2428",16,10,0,612,31,3,28,16,670,1
"2429",15,10,0,608,31,2,28,16,675,1
"2430",15,11,0,644,31,1,30,8,890,1
"2431",14,8,0,555,26,3,23,16,316,1
"2432",14,10,0,609,28,1,27,14,619,1
"2433",15,5,0,512,25,6,19,16,75,1
"2434",14,11,0,585,29,2,28,11,743,1
"2435",14,10,0,642,30,1,29,15,492,1
"2436",13,10,0,596,28,1,27,14,982,1
"2437",14,12,0,694,31,0,31,15,451,1
"2438",18,7,0,530,29,7,22,19,38,1
"2439",16,8,0,556,28,5,24,17,437,1
"2440",15,8,0,557,28,4,23,16,545,1
"2441",17,7,0,534,28,6,22,18,205,1
"2442",16,8,0,549,28,5,23,17,398,1
"2443",17,8,0,541,29,6,23,18,247,1
"2444",16,10,0,596,31,3,28,17,551,1
"2445",15,11,0,586,30,2,28,15,617,1
"2446",14,11,0,591,29,1,28,14,826,1
"2447",15,11,0,585,30,2,28,16,547,1
"2448",15,11,0,586,30,2,28,16,556,1
"2449",14,11,0,589,29,1,28,15,752,1
"2450",15,11,0,588,30,2,28,16,601,1
"2451",15,11,0,586,30,2,28,16,570,1
"2452",15,11,0,586,30,2,28,16,570,1
"2453",14,11,0,592,29,1,28,14,783,1
"2454",14,11,0,617,30,1,29,15,681,1
"2455",14,11,0,619,30,1,29,15,705,1
"2456",16,10,0,601,31,3,28,16,637,1
"2457",14,11,0,619,30,1,29,15,755,1
"2458",15,11,0,618,30,2,29,15,603,1
"2459",16,10,0,598,30,3,28,16,639,1
"2460",16,10,0,600,30,3,28,16,652,1
"2461",14,11,0,593,29,1,28,14,818,1
"2462",15,11,0,605,30,2,28,16,776,1
"2463",14,8,0,558,27,3,23,15,777,1
"2464",14,10,0,556,27,2,25,15,711,1
"2465",14,10,0,555,27,2,25,15,718,1
"2466",14,10,0,553,28,3,25,15,636,1
"2467",13,10,0,558,27,2,25,14,823,1
"2468",14,10,0,556,27,2,25,15,756,1
"2469",14,10,0,556,27,2,25,15,705,1
"2470",14,10,0,558,27,2,25,15,761,1
"2471",14,10,0,556,27,2,25,15,721,1
"2472",15,10,0,554,28,3,25,15,632,1
"2473",15,11,0,600,30,2,28,11,670,1
"2474",14,11,0,600,30,2,28,11,699,1
"2475",14,11,0,599,30,2,28,11,704,1
"2476",14,11,0,601,30,2,28,11,712,1
"2477",17,10,0,577,32,5,27,18,308,1
"2478",17,8,0,519,28,6,22,18,118,1
"2479",17,8,0,519,28,6,22,18,122,1
"2480",16,9,0,556,29,5,24,17,382,1
"2481",17,9,0,551,30,5,24,18,250,1
"2482",15,10,0,576,29,3,26,16,648,1
"2483",17,7,0,522,28,6,22,18,77,1
"2484",18,6,0,428,27,9,18,13,155,1
"2485",16,7,0,534,28,6,22,17,390,1
"2486",16,7,0,533,28,6,22,18,364,1
"2487",15,7,0,548,27,5,22,16,584,1
"2488",15,7,0,547,27,5,22,16,597,1
"2489",17,10,0,583,32,5,27,18,196,1
"2490",18,10,0,582,32,5,27,18,155,1
"2491",14,8,0,562,27,3,24,8,1058,1
"2492",18,7,0,501,29,8,22,20,79,1
"2493",16,7,0,540,27,6,22,17,174,1
"2494",17,10,0,530,31,5,26,11,388,1
"2495",16,9,0,569,29,4,25,16,512,1
"2496",16,9,0,562,30,5,25,17,345,1
"2497",16,9,0,563,29,4,25,17,403,1
"2498",16,9,0,565,29,4,25,17,386,1
"2499",16,8,0,552,28,4,24,17,544,1
"2500",16,8,0,551,28,4,24,17,554,1
"2501",18,7,0,450,28,9,20,13,40,1
"2502",15,10,0,611,30,2,28,16,348,1
"2503",15,9,0,587,29,3,26,16,371,1
"2504",13,6,0,530,24,4,21,14,427,1
"2505",14,8,0,573,27,3,24,7,314,1
"2506",17,8,0,544,28,5,23,18,268,1
"2507",16,8,0,545,28,5,23,17,313,1
"2508",16,8,0,544,28,5,23,18,303,1
"2509",17,9,0,548,29,5,24,18,232,1
"2510",16,9,0,535,28,5,23,17,264,1
"2511",16,10,0,576,29,3,26,17,324,1
"2512",16,9,0,540,29,5,24,17,268,1
"2513",16,10,0,560,29,3,26,16,466,1
"2514",15,10,0,560,29,3,26,16,533,1
"2515",14,10,0,562,28,2,26,15,662,1
"2516",14,10,0,563,28,2,26,15,730,1
"2517",15,10,0,563,28,2,26,15,640,1
"2518",16,9,0,553,29,4,24,17,377,1
"2519",14,10,0,598,29,1,28,14,800,1
"2520",15,10,0,605,30,2,28,15,677,1
"2521",15,10,0,609,31,2,28,16,540,1
"2522",15,10,0,606,30,2,28,15,656,1
"2523",15,10,0,606,30,2,28,16,581,1
"2524",14,10,0,600,29,1,28,15,790,1
"2525",14,10,0,604,30,2,28,15,697,1
"2526",16,5,0,506,26,7,19,17,122,1
"2527",15,10,0,609,31,3,28,16,689,1
"2528",15,10,0,608,30,2,28,16,726,1
"2529",16,10,0,608,30,3,27,16,220,1
"2530",14,11,0,606,30,2,28,15,749,1
"2531",15,11,0,602,30,2,28,16,666,1
"2532",15,11,0,605,30,2,28,15,720,1
"2533",15,11,0,604,30,2,28,15,707,1
"2534",14,11,0,605,30,2,28,15,751,1
"2535",15,11,0,605,30,2,28,15,734,1
"2536",15,11,0,604,30,2,28,15,722,1
"2537",16,8,0,561,28,4,24,17,494,1
"2538",15,7,0,553,27,5,22,17,296,1
"2539",12,10,0,604,27,0,27,13,956,1
"2540",16,10,0,556,29,4,25,17,438,1
"2542",16,3,0,463,25,8,16,17,29,1
"2543",17,6,0,534,28,7,21,18,401,1
"2544",13,11,0,626,29,0,29,15,987,1
"2545",12,11,0,625,28,0,28,14,1056,1
"2546",12,11,0,622,27,-1,28,14,1140,1
"2547",12,11,0,626,28,0,29,14,1035,1
"2548",16,7,0,542,28,5,22,17,329,1
"2549",13,8,0,551,25,2,23,14,541,1
"2550",13,10,0,605,28,0,27,14,467,1
"2551",14,10,0,592,27,1,26,14,428,1
"2552",18,7,0,535,29,7,22,19,26,1
"2553",14,7,0,549,25,3,23,15,460,1
"2554",13,10,0,622,29,0,29,13,999,1
"2555",13,10,0,624,29,1,29,14,887,1
"2556",14,10,0,625,30,1,29,14,837,1
"2557",13,10,0,622,29,1,29,14,893,1
"2558",13,10,0,622,29,0,29,13,977,1
"2559",13,10,0,625,29,0,29,14,930,1
"2560",15,10,0,608,30,2,28,16,307,1
"2561",13,9,0,588,27,1,26,14,714,1
"2562",14,11,0,597,29,1,28,10,842,1
"2563",14,11,0,599,30,2,28,11,681,1
"2564",14,11,0,599,30,2,28,11,700,1
"2565",16,10,0,560,29,4,26,16,446,1
"2566",18,11,0,573,32,5,27,19,72,1
"2567",17,11,0,576,32,4,27,18,180,1
"2568",14,9,0,568,27,2,25,15,747,1
"2569",16,9,0,553,29,4,25,17,383,1
"2570",17,10,0,569,31,4,26,18,214,1
"2571",17,10,0,571,31,4,26,18,224,1
"2572",17,11,0,594,31,4,28,18,422,1
"2573",16,11,0,602,31,3,28,17,586,1
"2574",16,10,0,637,32,3,29,17,159,1
"2575",11,10,0,583,25,-1,26,12,964,1
"2576",15,6,0,538,26,6,21,17,324,1
"2577",17,11,0,576,31,4,27,17,300,1
"2578",15,11,0,600,31,3,28,16,566,1
"2579",17,10,0,568,31,5,26,18,141,1
"2580",16,11,0,597,31,3,28,16,517,1
"2581",17,11,0,573,31,4,27,17,288,1
"2582",15,10,0,584,30,3,27,16,559,1
"2583",14,11,0,602,30,2,28,15,769,1
"2584",13,11,0,584,28,1,27,9,977,1
"2585",15,8,0,549,27,4,23,17,134,1
"2586",17,10,0,631,32,3,28,17,65,1
"2587",16,10,0,593,30,3,27,17,59,1
"2588",16,10,0,636,31,3,29,17,190,1
"2589",19,12,0,572,33,5,28,19,46,1
"2590",15,9,0,587,28,3,25,8,148,1
"2591",15,7,0,548,27,5,22,12,47,1
"2592",14,10,0,570,28,2,26,14,798,1
"2593",14,10,0,568,28,2,26,15,724,1
"2594",15,10,0,562,29,3,26,15,580,1
"2595",17,8,0,559,29,5,23,18,65,1
"2596",17,5,0,484,27,8,19,12,408,1
"2597",15,9,0,590,29,3,26,9,69,1
"2598",15,10,0,594,30,3,28,16,565,1
"2599",15,9,0,594,29,3,26,16,255,1
"2600",14,10,0,630,29,1,28,14,567,1
"2601",14,10,0,603,28,1,27,14,451,1
"2602",15,11,0,585,30,3,28,16,496,1
"2603",15,11,0,586,30,2,28,16,532,1
"2604",15,8,0,551,27,4,23,9,926,1
"2605",14,10,0,608,29,2,27,15,481,1
"2606",17,9,0,534,28,5,23,18,218,1
"2607",16,9,0,542,28,4,24,17,349,1
"2610",15,11,0,585,30,2,27,16,639,1
"2611",14,10,0,603,29,1,27,14,605,1
"2612",16,11,0,580,30,3,27,17,401,1
"2613",15,9,0,543,27,3,24,15,521,1
"2614",16,9,0,542,28,4,24,17,328,1
"2615",14,11,0,682,31,1,30,10,803,1
"2616",17,11,0,587,32,4,28,18,286,1
"2617",18,7,0,542,29,7,22,19,110,1
"2618",19,5,0,460,28,10,18,17,108,1
"2619",12,11,0,606,28,0,28,9,1090,1
"2620",15,11,0,641,31,1,30,9,862,1
"2621",17,11,0,581,31,4,27,18,272,1
"2622",16,11,0,592,31,3,28,16,495,1
"2623",17,11,0,582,31,4,27,18,261,1
"2624",15,6,0,524,25,5,20,16,182,1
"2625",14,6,0,528,25,5,20,16,210,1
"2626",15,5,0,490,26,6,19,11,692,1
"2627",16,10,0,619,32,3,28,17,587,1
"2628",15,11,0,601,30,2,28,16,635,1
"2629",16,11,0,577,30,3,27,16,463,1
"2630",14,10,0,580,28,2,26,15,791,1
"2631",15,10,0,574,30,3,26,16,736,1
"2632",16,10,0,592,30,4,26,17,30,1
"2633",16,7,0,549,28,5,22,17,200,1
"2634",12,10,0,595,26,0,26,13,979,1
"2635",14,10,0,678,31,1,30,10,888,1
"2636",14,11,0,612,30,2,28,11,722,1
"2637",16,11,0,610,31,3,28,12,510,1
"2638",14,11,0,609,30,2,28,11,722,1
"2639",15,11,0,611,31,2,28,11,593,1
"2640",16,11,0,610,31,3,28,12,516,1
"2641",15,11,0,611,30,2,28,11,662,1
"2642",14,11,0,611,30,1,28,10,766,1
"2643",14,11,0,608,30,1,28,10,755,1
"2644",16,11,0,610,31,3,28,12,518,1
"2645",14,11,0,609,29,1,28,10,854,1
"2646",14,11,0,608,30,2,28,11,729,1
"2647",16,7,0,574,29,5,24,12,2,1
"2648",18,5,0,473,28,9,18,13,249,1
"2649",13,10,0,616,28,1,27,14,522,1
"2650",17,11,0,585,32,4,28,18,254,1
"2651",15,10,0,591,29,3,27,16,746,1
"2652",15,8,0,528,27,4,23,10,699,1
"2653",14,10,0,603,29,2,27,15,574,1
"2654",12,10,0,598,27,0,27,13,851,1
"2655",17,7,0,460,27,7,20,12,371,1
"2656",14,10,0,640,30,1,29,15,908,1
"2657",15,5,0,510,25,6,19,17,255,1
"2658",17,10,0,585,32,4,27,18,263,1
"2659",17,12,0,635,33,3,30,17,487,1
"2660",13,12,0,686,30,-1,31,13,613,1
"2661",11,11,0,650,27,-3,29,13,947,1
"2662",15,5,0,516,25,5,19,16,199,1
"2663",12,12,0,673,29,-2,31,13,743,1
"2664",18,2,0,432,26,11,15,19,126,1
"2665",17,5,0,442,26,8,18,12,297,1
"2666",15,6,0,484,25,6,19,10,769,1
"2667",15,11,0,703,32,0,31,15,301,1
"2668",13,9,0,589,27,1,26,14,532,1
"2669",15,11,0,669,31,1,30,11,867,1
"2670",11,10,0,584,25,-1,26,12,874,1
"2671",15,8,0,578,29,4,24,12,67,1
"2672",16,8,0,551,28,5,24,17,555,1
"2673",11,10,0,586,25,-1,26,12,868,1
"2674",15,9,0,576,28,3,25,16,402,1
"2675",15,8,0,568,27,3,24,16,452,1
"2677",17,6,0,503,28,7,20,12,463,1
"2678",17,11,0,601,32,4,28,13,518,1
"2679",18,8,0,546,30,6,23,19,81,1
"2680",16,10,0,633,32,3,29,17,164,1
"2681",14,10,0,615,28,1,28,15,388,1
"2682",18,8,0,544,29,6,23,19,109,1
"2683",15,6,0,549,26,5,21,16,500,1
"2684",16,9,0,574,29,4,25,17,357,1
"2685",13,10,0,594,27,0,27,14,485,1
"2686",14,7,0,546,26,3,23,15,390,1
"2687",16,6,0,535,27,6,21,17,261,1
"2688",16,9,0,570,29,4,26,17,520,1
"2689",16,5,0,507,26,6,20,21,110,1
"2690",17,6,0,437,27,9,19,13,174,1
"2691",14,10,0,592,29,2,27,15,854,1
"2692",17,6,0,457,28,8,20,13,159,1
"2693",14,11,0,672,30,0,30,6,996,1
"2694",14,10,0,630,29,0,28,19,303,1
"2695",17,11,0,637,33,3,30,17,491,1
"2696",16,12,0,635,33,3,30,17,492,1
"2697",14,10,0,607,29,2,27,15,486,1
"2698",14,5,0,515,24,5,19,15,288,1
"2699",15,6,0,522,26,5,20,17,234,1
"2700",19,5,0,463,29,10,18,17,41,1
"2701",14,10,0,587,29,2,27,15,772,1
"2702",17,5,0,487,27,8,19,12,497,1
"2703",17,7,0,558,29,6,23,18,31,1
"2704",16,11,0,595,30,3,28,16,626,1
"2705",17,7,0,458,27,7,20,12,345,1
"2707",14,10,0,589,27,1,26,15,408,1
"2708",14,7,0,493,26,5,21,10,779,1
"2709",17,9,0,563,30,5,25,18,378,1
"2710",17,8,0,534,28,6,22,18,260,1
"2711",14,10,0,617,28,1,27,14,452,1
"2712",16,6,0,530,27,6,21,17,486,1
"2713",15,10,0,562,28,3,25,16,603,1
"2714",13,10,0,615,28,0,28,13,634,1
"2715",14,11,0,691,31,0,31,15,429,1
"2716",14,10,0,602,28,1,27,15,365,1
"2717",13,11,0,613,29,0,29,10,1074,1
"2718",14,10,0,615,29,2,28,16,709,1
"2719",17,11,0,662,33,3,29,19,163,1
"2720",13,10,0,597,28,1,27,13,832,1
"2721",13,10,0,602,28,1,27,14,713,1
"2722",12,12,0,657,28,-1,30,13,709,1
"2723",15,8,0,557,28,4,24,16,513,1
"2724",15,9,0,556,28,4,24,16,533,1
"2725",15,9,0,556,28,4,24,16,498,1
"2726",14,9,0,565,27,2,25,15,730,1
"2727",18,6,0,501,28,9,20,19,117,1
"2728",14,10,0,598,29,1,28,15,857,1
"2729",13,12,0,684,30,-1,31,14,576,1
"2730",17,9,0,553,30,5,24,18,191,1
"2731",18,9,0,551,30,6,24,18,120,1
"2732",18,9,0,550,30,6,24,18,117,1
"2733",14,10,0,595,29,2,27,15,837,1
"2734",14,10,0,596,29,1,27,14,912,1
"2735",14,10,0,596,29,1,27,15,875,1
"2736",12,10,0,595,27,0,27,13,1148,1
"2737",13,10,0,596,28,1,27,14,934,1
"2738",14,10,0,596,29,1,28,14,907,1
"2739",13,10,0,592,28,1,27,14,962,1
"2740",13,10,0,597,28,1,28,14,1000,1
"2741",18,11,0,568,32,5,27,19,168,1
"2742",18,12,0,578,33,5,28,19,118,1
"2743",16,11,0,595,31,3,28,17,514,1
"2744",18,8,0,546,30,6,23,19,99,1
"2745",15,11,0,658,32,1,30,10,736,1
"2746",16,8,0,546,28,5,23,17,420,1
"2747",17,8,0,535,29,6,23,18,257,1
"2748",17,9,0,559,30,5,25,18,152,1
"2749",15,12,0,704,32,0,32,15,342,1
"2750",14,12,0,690,31,-1,31,14,490,1
"2751",14,12,0,698,31,0,31,15,397,1
"2752",15,10,0,579,28,3,26,16,488,1
"2753",13,10,0,600,29,1,28,14,976,1
"2754",16,11,0,578,31,3,27,17,367,1
"2755",15,11,0,613,30,1,29,8,841,1
"2756",16,9,0,587,30,4,26,10,684,1
"2757",15,6,0,533,25,4,21,16,338,1
"2758",14,11,0,695,31,0,31,17,404,1
"2759",17,5,0,471,26,8,18,12,458,1
"2760",17,6,0,510,28,7,21,11,496,1
"2761",15,8,0,554,28,4,23,10,826,1
"2762",14,11,0,638,29,0,29,7,1153,1
"2763",14,11,0,636,30,1,29,8,1113,1
"2764",16,5,0,423,26,8,17,12,359,1
"2765",15,11,0,674,32,1,31,11,746,1
"2766",15,11,0,619,31,2,29,15,799,1
"2767",18,4,0,430,27,10,16,14,160,1
"2768",13,9,0,582,26,1,26,14,653,1
"2769",14,9,0,579,27,1,25,14,501,1
"2770",13,9,0,580,26,1,26,14,586,1
"2771",19,5,0,501,30,10,20,20,65,0
"2772",19,8,0,523,30,8,23,16,160,0
"2773",10,10,0,633,24,-3,28,6,1134,0
"2774",15,11,0,700,32,1,31,11,811,0
"2775",11,10,0,589,26,-1,27,13,965,0
"2776",8,10,0,598,23,-4,27,10,1672,0
"2777",2,9,0,601,15,-11,26,4,2325,0
"2778",11,9,0,586,25,-1,26,7,676,0
"2779",14,12,0,689,31,0,31,15,475,0
"2780",10,10,0,591,25,-1,26,7,1165,0
"2781",14,11,0,653,30,0,29,14,526,0
"2782",18,11,0,639,34,5,30,14,318,0
"2783",19,6,0,476,29,9,19,17,118,0
"2784",15,11,0,640,31,2,29,18,293,0
"2785",13,11,0,682,29,-1,30,8,1013,0
"2786",15,11,0,670,32,1,30,11,758,0
"2787",17,12,0,620,33,3,30,18,398,0
"2788",18,8,0,397,29,9,20,14,2,0
"2789",19,11,0,652,35,6,30,15,133,0
"2790",17,10,0,455,31,7,24,13,161,0
"2791",13,10,0,568,27,1,26,15,488,0
"2792",15,11,0,697,32,1,31,11,780,0
"2793",19,11,0,570,33,5,27,20,38,0
"2794",17,11,0,664,33,3,30,19,162,0
"2795",16,8,0,595,29,4,25,12,87,0
"2796",17,11,0,719,34,2,32,12,572,0
"2797",15,11,0,631,31,2,28,17,417,0
"2798",12,11,0,652,29,-1,30,8,1203,0
"2799",13,12,0,664,31,-1,31,6,1178,0
"2800",7,9,0,590,20,-5,25,0,1511,0
"2801",11,11,0,636,27,-2,29,13,1263,0
"2802",12,11,0,678,29,-1,30,8,1038,0
"2803",13,10,0,592,28,1,27,14,972,0
"2804",12,11,0,643,28,-1,29,14,1051,0
"2805",16,11,0,655,32,3,30,12,545,0
"2806",18,11,0,641,35,5,30,15,212,0
"2807",18,7,0,506,29,7,21,19,196,0
"2808",10,10,0,650,26,-2,28,6,1414,0
"2809",12,8,0,583,25,1,24,8,439,0
"2810",7,10,0,605,22,-5,27,9,1846,0
"2811",16,11,0,672,33,2,30,12,608,0
"2812",15,9,0,612,29,3,26,16,24,0
"2813",9,9,0,585,23,-2,25,6,923,0
"2814",8,11,0,700,23,-8,30,9,1166,0
"2815",19,6,0,488,29,9,20,14,89,0
"2816",12,8,0,588,26,1,25,9,333,0
"2817",17,12,0,710,34,2,32,13,496,0
"2818",11,10,0,669,27,-2,29,7,1250,0
"2819",17,11,0,682,33,3,30,12,458,0
"2820",13,11,0,675,30,0,30,9,1027,0
"2821",15,10,0,654,30,1,29,15,149,0
"2822",15,11,0,666,32,2,30,18,460,0
"2823",15,12,0,701,32,0,32,15,366,0
"2824",16,11,0,688,33,2,30,12,569,0
"2825",13,9,0,503,24,2,22,8,284,0
"2826",11,10,0,657,27,-2,29,7,1335,0
"2827",13,9,0,588,27,1,26,14,448,0
"2828",14,9,0,576,27,2,25,16,156,0
"2829",18,9,0,492,30,7,23,13,40,0
"2830",16,11,0,659,33,3,30,12,603,0
"2831",15,11,0,678,32,2,30,8,757,0
"2832",5,9,0,568,19,-6,25,2,1927,0
"2833",16,9,0,639,31,3,28,16,24,0
"2834",16,11,0,600,31,3,28,17,520,0
"2835",9,8,0,580,23,-2,25,6,875,0
"2836",11,11,0,653,27,-2,29,12,891,0
"2837",18,6,0,500,29,9,20,20,10,0
"2838",10,10,0,608,25,-2,28,11,876,0
"2839",13,8,0,573,26,2,24,15,213,0
"2840",15,11,0,657,31,2,30,17,547,0
"2841",18,6,0,402,28,10,18,16,154,0
"2842",17,11,0,599,32,4,28,18,290,0
"2843",16,9,0,619,30,3,27,12,89,0
"2844",12,10,0,658,27,-1,29,13,773,0
"2845",13,9,0,624,28,1,27,13,349,0
"2846",13,10,0,570,27,1,26,7,1029,0
"2847",16,11,0,693,33,2,31,19,191,0
"2848",13,10,0,611,28,0,27,9,590,0
"2849",18,8,0,548,30,6,23,19,28,0
"2850",14,10,0,654,29,0,29,14,328,0
"2851",16,11,0,711,33,2,31,12,633,0
"2852",17,12,0,695,34,2,32,10,487,0
"2853",14,10,0,620,30,2,28,17,621,0
"2854",13,9,0,577,26,2,24,15,239,0
"2855",9,10,0,616,24,-3,28,10,961,0
"2856",8,9,0,571,22,-3,25,9,1683,0
"2857",18,8,0,550,31,7,24,13,301,0
"2858",10,10,0,670,24,-5,29,6,865,0
"2859",13,10,0,619,28,0,28,9,638,0
"2860",15,11,0,704,32,1,31,10,791,0
"2861",18,10,0,507,32,6,26,13,87,0
"2862",15,9,0,572,28,4,25,16,310,0
"2863",16,12,0,688,33,1,31,8,655,0
"2864",14,10,0,616,29,2,28,10,381,0
"2865",11,8,0,578,24,0,24,7,583,0
"2866",15,10,0,608,29,2,27,16,300,0
"2867",13,10,0,644,29,0,29,13,1042,0
"2868",19,11,0,606,35,6,29,15,67,0
"2869",18,7,0,461,29,9,20,14,4,0
"2870",12,9,0,561,25,0,24,6,617,0
"2871",17,10,0,526,32,6,26,12,259,0
"2872",15,11,0,710,32,1,31,10,751,0
"2873",11,11,0,664,28,-1,29,13,1174,0
"2874",18,12,0,512,33,6,27,12,314,0
"2875",11,9,0,629,25,-2,26,11,678,0
"2876",14,11,0,693,31,0,30,10,923,0
"2877",10,8,0,565,24,0,25,7,773,0
"2878",15,9,0,547,27,3,24,15,501,0
"2879",17,9,0,544,30,5,24,18,337,0
"2880",16,8,0,556,27,4,23,17,83,0
"2881",11,8,0,579,25,0,24,8,482,0
"2882",15,10,0,652,30,2,28,15,96,0
"2883",18,8,0,537,30,7,24,19,146,0
"2884",15,9,0,601,29,3,26,15,110,0
"2885",13,10,0,602,28,1,27,10,462,0
"2886",11,8,0,503,23,1,22,6,646,0
"2887",12,11,0,612,28,0,28,14,1046,0
"2888",13,11,0,693,30,0,30,9,923,0
"2889",15,7,0,573,28,4,24,16,14,0
"2890",11,8,0,566,24,0,24,7,573,0
"2891",13,9,0,649,28,1,27,14,208,0
"2892",13,11,0,650,29,-1,30,6,1125,0
"2893",12,8,0,568,26,2,24,15,337,0
"2894",15,9,0,574,28,3,25,16,111,0
"2895",12,10,0,597,26,-1,27,12,685,0
"2896",15,6,0,542,27,5,21,16,-1,0
"2897",7,10,0,659,22,-7,28,4,1190,0
"2898",15,11,0,730,32,1,32,10,636,0
"2899",17,10,0,573,30,4,26,18,422,0
"2900",16,11,0,659,32,3,30,17,198,0
"2901",11,9,0,564,24,0,24,14,624,0
"2902",15,11,0,713,33,1,31,11,653,0
"2903",14,12,0,644,30,1,30,16,706,0
"2904",14,11,0,695,31,0,30,10,772,0
"2905",11,10,0,607,26,-1,27,13,1242,0
"2906",6,10,0,642,21,-6,27,3,1654,0
"2907",18,12,0,516,33,5,27,12,335,0
"2908",10,8,0,536,23,0,23,7,832,0
"2909",14,12,0,686,30,0,31,14,471,0
"2910",16,11,0,711,33,1,32,11,694,0
"2911",16,8,0,555,28,4,24,17,641,0
"2912",14,10,0,646,29,1,28,14,207,0
"2913",11,8,0,539,24,0,24,8,805,0
"2914",17,11,0,664,33,3,30,20,75,0
"2915",3,10,0,653,18,-11,29,4,1888,0
"2916",14,9,0,668,29,1,28,14,138,0
"2917",19,12,0,662,35,4,31,15,152,0
"2918",15,11,0,695,32,1,31,11,795,0
"2919",14,9,0,517,25,2,23,8,186,0
"2920",14,10,0,642,29,1,28,14,249,0
"2921",12,10,0,609,27,0,27,13,459,0
"2922",14,12,0,640,30,1,29,16,710,0
"2923",13,10,0,605,28,1,27,15,780,0
"2924",16,11,0,637,32,3,29,16,691,0
"2925",9,10,0,644,25,-4,29,3,1657,0
"2926",8,9,0,614,21,-5,26,8,1120,0
"2927",15,12,0,697,32,0,32,15,402,0
"2928",14,10,0,610,29,2,27,15,495,0
"2929",14,8,0,582,28,3,25,11,168,0
"2930",14,10,0,589,29,2,27,17,334,0
"2931",13,9,0,561,26,2,24,12,244,0
"2932",14,11,0,647,30,0,30,10,988,0
"2933",15,7,0,568,27,4,23,13,83,0
"2934",13,11,0,617,29,0,29,14,1076,0
"2935",15,3,0,453,24,8,16,17,186,0
"2936",13,9,0,553,26,1,25,14,883,0
"2937",10,10,0,575,23,-2,26,12,1040,0
"2938",15,11,0,678,32,2,30,11,757,0
"2939",17,12,0,692,34,2,32,9,544,0
"2940",13,10,0,572,27,1,26,15,624,0
"2941",15,10,0,620,30,2,29,15,745,0
"2942",14,10,0,663,29,0,29,14,255,0
"2943",19,12,0,606,35,6,29,15,66,0
"2944",15,10,0,634,30,2,28,17,349,0
"2945",15,11,0,623,31,2,29,16,610,0
"2946",17,10,0,565,31,4,26,18,299,0
"2947",16,10,0,628,32,4,29,13,541,0
"2948",14,9,0,665,30,1,28,15,119,0
"2949",9,8,0,584,22,-3,25,9,1010,0
"2950",13,11,0,647,30,0,30,7,1106,0
"2951",14,10,0,631,29,1,28,10,312,0
"2952",9,10,0,650,23,-4,28,5,1306,0
"2953",13,8,0,564,26,2,24,15,274,0
"2954",13,11,0,649,29,-1,30,6,1204,0
"2955",17,11,0,660,33,2,30,13,532,0
"2956",16,12,0,625,33,3,30,17,470,0
"2957",14,10,0,691,31,1,30,10,843,0
"2958",15,7,0,554,27,4,23,12,174,0
"2959",15,10,0,642,31,2,29,15,819,0
"2960",14,11,0,609,29,1,28,10,852,0
"2961",9,10,0,620,23,-5,27,11,1265,0
"2962",15,11,0,688,32,1,31,11,708,0
